DateTime,Season,No.Customers,Average.age.of.customers,Tips.in.EUR,No.times.door.opened,Outside.temperatur.in.Celsius,Restaurant.temperature.in.Celsius,No.meals,No.drinks,Gas.consumption.in.kwh,Water.comsumption.in.liter,Electricity.consumption.in.kwh,No.transactions.with.card,No.transactions.with.cash,Total.revenue.in.EUR,Meal.revenue.in.EUR,Drink.revenue.in.EUR
15/01/2000 22:00,Winter,5,31,19.45,6,-3.1,21.8,32,38,130.79,58.29,372.31,2,3,398.19,240.45,157.74
15/01/2000 23:00,Winter,1,23,3.61,4,-3.8,22,4,6,8.83,54.02,322.4,0,1,49.48,31.42,18.06
16/01/2000 10:00,Winter,15,51,74.55,22,-2.3,21.3,97,64,222.53,109.06,437,5,10,991.54,781.73,209.82
16/01/2000 11:00,Winter,28,52,158.2,30,-1.6,20.8,163,41,288.9,138.22,467.83,10,18,1770.94,1632.49,138.46
16/01/2000 12:00,Winter,19,51,98.04,20,-0.9,21.2,64,62,180.37,38.94,387.11,6,13,625.07,383.25,241.82
16/01/2000 13:00,Winter,18,49,85.86,20,-0.5,21.2,139,78,265.73,130.92,441.79,4,14,1231.24,883.47,347.78
16/01/2000 14:00,Winter,5,23,18,2,-0.2,21.8,25,41,105.52,20.53,327.65,3,2,481.46,431.21,50.25
16/01/2000 15:00,Winter,1,25,3.86,6,-0.1,22,7,5,55.8,10.9,293.1,0,1,76.66,54.52,22.14
16/01/2000 16:00,Winter,3,23,8.31,6,-0.2,21.9,19,20,100.7,23.79,333.29,3,0,216.43,88.88,127.55
16/01/2000 17:00,Winter,6,24,23.28,12,-0.5,21.7,36,15,134.11,36.77,365.79,4,2,691.58,582.92,108.67
16/01/2000 18:00,Winter,17,40,78.2,16,-0.9,21.3,83,131,203.47,92.87,406.92,7,10,1094.84,666.98,427.85
16/01/2000 19:00,Winter,26,39,114.14,16,-1.6,20.9,69,84,186.87,88.6,404.34,16,10,1184.85,837.73,347.13
16/01/2000 20:00,Winter,14,40,61.6,22,-2.3,21.4,65,114,180.08,98.73,404.69,5,9,860.52,572.48,288.04
16/01/2000 21:00,Winter,5,31,18.8,8,-3.1,21.8,15,41,80.5,25.13,308.88,2,3,389.02,158.22,230.81
16/01/2000 22:00,Winter,7,28,25.83,6,-3.8,21.7,36,13,129.92,75.27,396.25,6,1,374.04,344.09,29.95
16/01/2000 23:00,Winter,0,NA,0,4,-4.6,22,0,0,21.73,31.29,294.88,0,0,0,0,0
17/01/2000 10:00,Winter,15,51,65.55,20,2.4,21.4,91,114,212.99,68.75,388.14,2,13,1277.93,917.18,360.75
17/01/2000 11:00,Winter,31,49,160.58,28,3.2,20.7,196,225,313.91,150.1,438.73,8,23,2242.51,1258.54,983.97
17/01/2000 12:00,Winter,24,51,105.6,32,3.8,21,175,188,299.21,151.62,423.31,4,20,1832.53,1089.18,743.35
17/01/2000 13:00,Winter,21,50,124.32,22,4.3,21.1,57,158,171.24,56.79,335.1,8,13,812.05,583.37,228.68
17/01/2000 14:00,Winter,4,26,15.52,6,4.6,21.9,11,17,74.71,27.09,259.71,2,2,218.44,112.28,106.17
17/01/2000 15:00,Winter,2,24,7.3,10,4.7,22,10,11,65.23,41.26,228.83,1,1,170.16,128.47,41.69
17/01/2000 16:00,Winter,3,24,10.98,10,4.6,21.9,17,10,83.04,35.22,270,3,0,228.84,176.73,52.11
17/01/2000 17:00,Winter,12,27,49.68,12,4.3,21.5,90,47,214.06,96.5,367.41,8,4,1255.24,1072.66,182.57
17/01/2000 18:00,Winter,12,41,54.12,6,3.8,21.5,54,59,169.94,99.4,341.44,9,3,976,574.82,401.18
17/01/2000 19:00,Winter,31,40,119.66,34,3.2,20.7,154,69,276.79,122.27,417.83,14,17,2005.56,1719.25,286.31
17/01/2000 20:00,Winter,22,41,113.74,18,2.4,21.1,134,171,259.02,122.33,410.54,14,8,2790.93,1547.91,1243.02
17/01/2000 21:00,Winter,10,27,47.6,22,1.7,21.6,52,94,162.29,89.38,353.76,6,4,1363.97,832.45,531.51
17/01/2000 22:00,Winter,8,30,30,8,0.9,21.7,46,18,157.65,58.81,344.67,7,1,374.77,303.59,71.18
17/01/2000 23:00,Winter,1,23,4.09,2,0.2,22,4,4,23.45,24.19,238,1,0,44.53,23.3,21.23
18/01/2000 10:00,Winter,17,47,95.2,20,0.1,21.3,115,73,239.22,101.4,419.44,8,9,1071.94,836.65,235.29
18/01/2000 11:00,Winter,22,50,112.86,28,0.9,21.1,109,170,232.02,122.93,407.03,3,19,1730.08,1086.72,643.36
18/01/2000 12:00,Winter,22,50,96.8,26,1.5,21.1,57,164,170.16,63.83,362.81,6,16,1277.88,579.86,698.02
18/01/2000 13:00,Winter,7,46,32.27,10,2,21.7,38,28,135.94,60.28,329.17,3,4,273.97,132.82,141.14
18/01/2000 14:00,Winter,10,24,35,10,2.3,21.6,40,69,138.16,61.05,336.08,7,3,775.25,356.48,418.76
18/01/2000 15:00,Winter,0,NA,0,10,2.4,22,0,0,22.43,29.72,244.04,0,0,0,0,0
18/01/2000 16:00,Winter,1,26,2.95,6,2.3,22,4,4,60.15,33.86,247.59,0,1,43.78,27.27,16.51
18/01/2000 17:00,Winter,7,23,22.4,4,2,21.7,26,26,109.85,39.47,311.2,6,1,396.82,294.04,102.77
18/01/2000 18:00,Winter,17,41,74.46,14,1.5,21.3,112,32,230.17,103.37,404.86,8,9,987.01,888.41,98.61
18/01/2000 19:00,Winter,18,41,83.34,22,0.9,21.2,134,124,259.93,118.81,429.57,9,9,1799.4,971.7,827.7
18/01/2000 20:00,Winter,20,40,89,16,0.1,21.1,165,150,286.35,147.97,453.57,9,11,1574.78,993.81,580.97
18/01/2000 21:00,Winter,10,33,49.1,8,-0.6,21.6,45,73,146.94,49.29,377.33,5,5,458.96,223.9,235.06
18/01/2000 22:00,Winter,6,28,20.76,6,-1.4,21.7,34,47,132.55,25,376.29,5,1,634.59,323.04,311.55
18/01/2000 23:00,Winter,2,25,5.94,4,-2.1,21.9,9,7,65.79,53.74,320.79,2,0,149.48,104,45.48
19/01/2000 10:00,Winter,15,47,70.95,20,1,21.4,53,34,162.03,51.26,365.35,9,6,532.74,386.94,145.8
19/01/2000 11:00,Winter,36,50,183.6,34,1.7,20.5,246,103,351.08,184.45,472.44,11,25,2956.56,2706.03,250.53
19/01/2000 12:00,Winter,24,48,111.36,26,2.3,21,129,79,252.6,126.04,408.94,7,17,1255.62,1031.55,224.07
19/01/2000 13:00,Winter,17,49,88.06,24,2.8,21.3,93,106,214.47,75.73,379.13,6,11,1361.23,1002.8,358.43
19/01/2000 14:00,Winter,12,24,54.24,14,3.1,21.5,80,93,199.21,115.23,370.52,9,3,1335.05,913.62,421.43
19/01/2000 15:00,Winter,2,25,5.62,10,3.2,22,13,15,80.24,49,272.48,2,0,245.59,221.17,24.42
19/01/2000 16:00,Winter,5,25,17.95,2,3.1,21.8,29,39,120.62,42.08,301.03,5,0,564.78,253.54,311.24
19/01/2000 17:00,Winter,8,23,31.84,10,2.8,21.7,46,23,151.13,20.23,327.17,7,1,617.21,538.97,78.23
19/01/2000 18:00,Winter,23,40,104.42,30,2.3,21,114,185,235.1,98.33,404.99,6,17,1354.32,642.54,711.78
19/01/2000 19:00,Winter,27,39,128.25,34,1.7,20.8,149,195,271.51,153.89,427.62,15,12,3171.11,1607.58,1563.53
19/01/2000 20:00,Winter,20,39,96.4,22,1,21.1,96,156,221.52,76.49,412.57,8,12,1554.03,959.81,594.21
19/01/2000 21:00,Winter,17,30,57.8,24,0.2,21.3,45,122,145.23,55.19,361.48,9,8,1665.29,537.25,1128.03
19/01/2000 22:00,Winter,4,29,11.92,12,-0.6,21.8,31,21,121.21,20.38,342.01,3,1,380.23,216.73,163.51
19/01/2000 23:00,Winter,4,24,16.84,12,-1.3,21.8,13,29,85.81,21.97,309.91,2,2,153.24,50.54,102.71
20/01/2000 10:00,Winter,10,48,43.3,10,-1.7,21.6,54,33,166.47,75.57,392.89,3,7,517.17,426.28,90.89
20/01/2000 11:00,Winter,18,49,85.86,18,-1,21.2,133,108,253.39,112.8,452.38,4,14,1402.41,1084.79,317.62
20/01/2000 12:00,Winter,28,50,131.04,30,-0.4,20.8,115,97,242.18,104.03,430.81,6,22,986.02,737.08,248.93
20/01/2000 13:00,Winter,13,47,82.16,14,0.1,21.4,45,94,147.87,55.19,368,5,8,604.73,206.04,398.7
20/01/2000 14:00,Winter,7,25,23.38,10,0.4,21.7,35,52,123.1,2.08,343.86,4,3,714.08,353.13,360.95
20/01/2000 15:00,Winter,3,27,9.21,4,0.5,21.9,17,19,95.8,39.79,327.62,2,1,285.36,179.43,105.92
20/01/2000 16:00,Winter,6,25,30.66,6,0.4,21.8,19,44,95.94,24.46,322.18,6,0,408.71,108.87,299.84
20/01/2000 17:00,Winter,3,23,11.01,6,0.1,21.9,20,11,97.01,33.97,326.08,3,0,246.17,184.62,61.55
20/01/2000 18:00,Winter,17,40,72.42,22,-0.4,21.3,101,101,228.59,99.53,422.54,10,7,2027.52,1503.04,524.48
20/01/2000 19:00,Winter,20,38,81.6,20,-1,21.1,86,56,205.56,94.66,410.36,7,13,913.86,654.64,259.23
20/01/2000 20:00,Winter,33,41,122.76,32,-1.7,20.6,154,223,279.27,119.78,464.35,9,24,1824.14,860.07,964.07
20/01/2000 21:00,Winter,13,29,60.71,14,-2.5,21.4,93,49,216.76,96.57,435.24,5,8,1222.14,992.98,229.16
20/01/2000 22:00,Winter,10,30,40,2,-3.3,21.6,48,80,158.41,84.45,400.3,6,4,968.78,556.83,411.96
20/01/2000 23:00,Winter,1,25,3.88,4,-4,22,6,4,50.52,16.5,287.44,1,0,58.96,36.02,22.94
21/01/2000 10:00,Winter,21,51,96.81,18,2,21.1,127,64,253.78,136.4,416.49,10,11,1284.58,1143.02,141.56
21/01/2000 11:00,Winter,29,49,149.93,28,2.8,20.8,185,118,303.93,156.83,435.1,11,18,1026.09,777.86,248.24
21/01/2000 12:00,Winter,19,51,109.25,22,3.4,21.2,106,163,231.72,97.65,386.88,3,16,1076.83,626.43,450.4
21/01/2000 13:00,Winter,16,48,96.16,16,3.9,21.4,66,56,186.75,75.04,355.12,4,12,620.16,463.38,156.78
21/01/2000 14:00,Winter,4,26,15.76,4,4.2,21.9,27,24,114,44.61,303.4,3,1,438.25,293,145.24
21/01/2000 15:00,Winter,2,20,5.12,4,4.3,22,13,15,86.52,37.21,249.62,2,0,207.35,116.81,90.54
21/01/2000 16:00,Winter,2,24,6.76,6,4.2,22,15,15,63.8,25.92,280.1,2,0,279.87,170.72,109.15
21/01/2000 17:00,Winter,7,23,30.73,14,3.9,21.7,32,53,125.01,71.45,311.6,5,2,654.71,368.52,286.19
21/01/2000 18:00,Winter,13,39,59.67,12,3.4,21.5,83,82,204.9,75.8,365.19,6,7,1097.9,698.1,399.8
21/01/2000 19:00,Winter,24,40,101.52,28,2.8,21,145,53,270.66,135.08,418.31,12,12,1463.73,1158.8,304.93
21/01/2000 20:00,Winter,28,40,128.24,28,2,20.8,167,86,291.42,141.38,435.2,15,13,2598.55,2131.12,467.43
21/01/2000 21:00,Winter,22,29,89.1,28,1.3,21.1,93,142,212.48,96.84,388.35,17,5,2284.02,1443.02,840.99
21/01/2000 22:00,Winter,9,29,36.54,8,0.5,21.6,22,16,104.17,32.93,319.23,5,4,375.87,310.5,65.37
21/01/2000 23:00,Winter,7,23,22.89,12,-0.2,21.7,37,46,130.12,24.73,343.27,4,3,644.78,431.14,213.64
22/01/2000 10:00,Winter,25,52,126.75,24,0.7,20.9,171,73,293.97,135.54,449.88,6,19,2139.37,1795.74,343.63
22/01/2000 11:00,Winter,17,48,75.31,24,1.4,21.3,106,113,224.94,117.52,408.75,8,9,807.91,501.24,306.67
22/01/2000 12:00,Winter,25,50,128.25,28,2,20.9,114,183,239.8,122.33,404.74,5,20,1453.37,725.64,727.73
22/01/2000 13:00,Winter,11,50,62.37,18,2.5,21.6,84,87,206.57,104.68,373.96,4,7,895.21,668.13,227.08
22/01/2000 14:00,Winter,4,24,17.2,4,2.8,21.9,14,31,79.71,18.1,301.31,3,1,295.07,134.62,160.45
22/01/2000 15:00,Winter,4,24,16.64,10,2.9,21.9,21,34,104.92,35.22,308.56,3,1,364.84,208.71,156.12
22/01/2000 16:00,Winter,0,NA,0,2,2.8,22,0,0,11.36,52.09,218.68,0,0,0,0,0
22/01/2000 17:00,Winter,10,26,40.4,16,2.5,21.6,63,35,176.5,65.74,353.02,7,3,864.49,709.77,154.73
22/01/2000 18:00,Winter,19,39,76,24,2,21.2,76,147,196.27,83.13,371.83,11,8,1475.78,437.01,1038.77
22/01/2000 19:00,Winter,19,40,70.87,20,1.4,21.2,127,133,248.92,117.58,416.01,14,5,1744.24,987.53,756.71
22/01/2000 20:00,Winter,31,40,148.18,30,0.7,20.7,167,206,286.38,132.6,450.64,15,16,2740.48,1790.49,949.98
22/01/2000 21:00,Winter,24,29,99.6,28,-0.1,21,192,79,309.15,148.47,466.03,18,6,3466.11,3050.42,415.69
22/01/2000 22:00,Winter,6,29,16.74,8,-0.9,21.7,35,27,138.77,11.3,358.45,4,2,519.81,334.93,184.88
22/01/2000 23:00,Winter,2,25,6.66,4,-1.6,21.9,11,4,86.9,26.32,324.77,1,1,84.14,72.9,11.24
23/01/2000 10:00,Winter,17,49,88.91,12,0,21.3,73,63,190.05,78.69,394.85,7,10,757.54,538.86,218.68
23/01/2000 11:00,Winter,24,48,123.36,28,0.7,21,95,212,217.21,75.34,406.7,6,18,1820.9,992.04,828.85
23/01/2000 12:00,Winter,32,48,145.6,36,1.3,20.6,245,213,349.06,176.61,478.9,6,26,2229.2,1709.71,519.49
23/01/2000 13:00,Winter,22,50,129.8,26,29.2,21.1,121,192,246.29,104.09,411.64,9,13,2133.4,1139.49,993.9
23/01/2000 14:00,Winter,12,25,39.96,12,2.1,21.5,62,79,176.43,70.42,364.58,7,5,1242.98,766.29,476.69
23/01/2000 15:00,Winter,4,25,10.2,8,2.2,21.9,19,7,93.56,39.26,311.27,3,1,190.98,162.56,28.42
23/01/2000 16:00,Winter,2,27,7.22,4,2.1,21.9,16,5,90.64,36.33,289.24,2,0,169.83,143.17,26.66
23/01/2000 17:00,Winter,7,25,28.63,2,1.8,21.7,23,23,100.89,13.21,316.77,5,2,290.11,201.05,89.06
23/01/2000 18:00,Winter,19,39,101.46,22,1.3,21.2,81,66,198.39,84.95,389.11,7,12,792.77,525.54,267.23
23/01/2000 19:00,Winter,34,41,179.52,30,0.7,20.5,146,178,270.48,139.52,435.54,15,19,1535.72,952.92,582.8
23/01/2000 20:00,Winter,26,40,117.26,30,0,20.9,151,111,275.8,116.23,449.66,16,10,1552.43,761.6,790.83
23/01/2000 21:00,Winter,16,29,57.92,8,-0.8,21.3,73,69,191.35,102.06,410.35,11,5,1414.55,1034.02,380.53
23/01/2000 22:00,Winter,7,29,27.16,10,-1.6,21.7,45,56,145.88,58.29,369.71,4,3,761.45,499.57,261.88
23/01/2000 23:00,Winter,5,24,12.3,4,-2.3,21.8,30,36,126.26,63,362.62,4,1,472.17,295.31,176.86
24/01/2000 10:00,Winter,19,49,103.36,16,2.6,21.2,101,137,225.46,106.75,396.67,8,11,1125.66,564.38,561.28
24/01/2000 11:00,Winter,30,51,126.6,30,3.3,20.7,132,106,255.8,117.7,404.94,9,21,2073.59,1560.52,513.07
24/01/2000 12:00,Winter,28,50,170.8,32,3.9,20.8,140,43,266.82,143.11,404.22,11,17,1079.15,824.06,255.1
24/01/2000 13:00,Winter,24,50,112.32,24,4.4,21,106,77,230.79,105.65,380.69,5,19,741.66,416.73,324.93
24/01/2000 14:00,Winter,4,26,14.8,4,4.7,21.9,27,11,111.32,42.39,290.16,3,1,366.63,315.77,50.86
24/01/2000 15:00,Winter,4,25,10.92,6,4.8,21.9,20,13,97.99,72.79,283.44,3,1,274.41,201.74,72.67
24/01/2000 16:00,Winter,2,23,5.92,4,4.7,22,13,10,83.09,63.5,242.07,2,0,240.82,169.22,71.6
24/01/2000 17:00,Winter,5,22,19.3,6,4.4,21.8,31,32,122.9,78.31,295.54,5,0,758.98,513.67,245.31
24/01/2000 18:00,Winter,24,39,102,24,3.9,21,146,206,269.06,153.94,407.94,12,12,1519.22,864.39,654.83
24/01/2000 19:00,Winter,34,40,143.48,38,3.3,20.6,230,265,340.48,173.03,451.75,15,19,2752.65,1648.56,1104.09
24/01/2000 20:00,Winter,30,40,143.4,26,2.6,20.7,127,104,254.91,109.7,404.7,13,17,1796.33,1447.63,348.7
24/01/2000 21:00,Winter,20,29,72.4,24,1.8,21.2,117,53,245.71,104.29,409.42,12,8,1606.24,1387.32,218.92
24/01/2000 22:00,Winter,8,30,33.6,6,1,21.7,29,55,112.88,60.11,345.34,6,2,678.21,343.42,334.79
24/01/2000 23:00,Winter,1,29,3.82,4,0.3,22,6,9,55.86,72.48,221.96,1,0,113.54,58.57,54.97
25/01/2000 10:00,Winter,17,48,75.82,10,-1.6,21.3,86,67,210.9,104.22,426.8,6,11,983.32,786.14,197.18
25/01/2000 11:00,Winter,29,49,131.95,34,-0.8,20.7,162,219,284.22,144.5,461.1,9,20,2155.56,979.84,1175.71
25/01/2000 12:00,Winter,32,49,149.76,30,-0.2,20.6,177,174,297.61,155.23,463.05,6,26,1673.2,1081.06,592.13
25/01/2000 13:00,Winter,14,47,59.5,18,0.3,21.4,78,93,197.48,97.72,391.14,3,11,1087.29,636.88,450.41
25/01/2000 14:00,Winter,6,25,24.84,14,0.6,21.8,31,39,122.28,20.53,334.34,5,1,506.36,289.68,216.67
25/01/2000 15:00,Winter,2,22,7.14,6,0.7,21.9,10,14,64.61,24.33,302.11,2,0,142.36,81.9,60.46
25/01/2000 16:00,Winter,2,23,6.86,12,0.6,21.9,15,9,81.73,35.33,332.68,1,1,176.86,130.13,46.73
25/01/2000 17:00,Winter,10,25,35.8,10,0.3,21.6,42,51,144.89,58.64,352.05,8,2,567.68,390.59,177.08
25/01/2000 18:00,Winter,16,41,79.36,10,-0.2,21.3,103,73,229.31,108.94,424.99,4,12,1499.54,1121.48,378.05
25/01/2000 19:00,Winter,26,39,119.34,38,-0.8,20.9,151,194,276.92,131.15,449.35,12,14,2004.05,931.72,1072.33
25/01/2000 20:00,Winter,35,40,156.45,40,-1.6,20.5,120,114,247.79,122.57,447.5,17,18,2436.92,1712.37,724.55
25/01/2000 21:00,Winter,23,29,75.44,28,-2.3,21,208,193,320.04,172.47,500.08,14,9,3137.42,2179.83,957.58
25/01/2000 22:00,Winter,5,30,19.45,6,-3.1,21.8,19,33,94.4,27.35,336.41,5,0,351.93,212.87,139.06
25/01/2000 23:00,Winter,0,NA,0,2,-3.8,22,0,0,35.62,2.52,287.73,0,0,0,0,0
26/01/2000 10:00,Winter,13,49,59.15,14,-1.1,21.4,50,100,161.85,65.33,373.55,4,9,759.11,313.04,446.08
26/01/2000 11:00,Winter,24,51,116.88,22,-0.4,21,174,75,293.85,138.11,463.67,3,21,1362.08,1251.34,110.74
26/01/2000 12:00,Winter,36,48,191.52,46,0.3,20.4,169,161,291.48,169.15,450.64,15,21,1875.18,1388.4,486.78
26/01/2000 13:00,Winter,12,48,70.8,10,0.7,21.5,38,60,144.43,17.31,352.06,3,9,492.45,340.34,152.11
26/01/2000 14:00,Winter,7,23,29.68,2,1,21.7,24,26,103.98,27.35,329.06,7,0,357.19,196.33,160.86
26/01/2000 15:00,Winter,5,24,16.2,10,1.1,21.8,32,21,125.81,58.81,345.36,3,2,441.83,308.92,132.91
26/01/2000 16:00,Winter,4,22,12.84,10,1,21.8,27,11,116.05,50.14,331.74,4,0,416.71,337.85,78.87
26/01/2000 17:00,Winter,6,25,24.42,8,0.7,21.8,40,18,138.61,63.58,365.9,5,1,543.65,451.94,91.71
26/01/2000 18:00,Winter,17,40,78.03,24,0.3,21.3,120,119,244.16,127.99,426.61,6,11,1638.51,1222.26,416.25
26/01/2000 19:00,Winter,26,40,105.3,28,-0.4,20.9,128,116,254.62,121.06,437.42,11,15,1265.06,800.07,464.99
26/01/2000 20:00,Winter,21,38,87.36,18,-1.1,21.1,91,96,213.16,78.31,421.69,11,10,1421.63,998.82,422.81
26/01/2000 21:00,Winter,17,28,59.16,18,-1.9,21.3,82,128,201.63,47.08,424.8,12,5,1861.58,846.43,1015.15
26/01/2000 22:00,Winter,9,32,40.86,6,-2.6,21.6,46,72,152.33,78.01,400.23,7,2,1020.42,551.41,469.01
26/01/2000 23:00,Winter,2,23,6.56,8,-3.4,21.9,12,16,87.15,39.69,318.04,2,0,144.32,80.07,64.24
27/01/2000 10:00,Winter,18,50,108.72,14,0.6,21.2,132,60,254.22,107.01,430.09,8,10,1495.55,1223.21,272.34
27/01/2000 11:00,Winter,18,50,87.12,24,1.3,21.2,64,167,176.64,78.76,366.31,7,11,1006.9,315.87,691.03
27/01/2000 12:00,Winter,30,49,129.6,30,1.9,20.7,130,210,254.53,116.47,421.33,10,20,2187.51,1164.33,1023.18
27/01/2000 13:00,Winter,19,48,94.05,24,2.4,21.2,100,61,226.47,125.15,393.64,4,15,708.48,396.59,311.89
27/01/2000 14:00,Winter,8,26,24.4,10,2.7,21.7,29,57,118.63,29.23,322.59,7,1,619.8,352.01,267.79
27/01/2000 15:00,Winter,0,NA,0,2,2.8,22,0,0,27.82,29.23,247.48,0,0,0,0,0
27/01/2000 16:00,Winter,3,26,12,4,2.7,21.9,14,11,89.36,65.98,266.27,3,0,247.06,161.83,85.24
27/01/2000 17:00,Winter,12,25,39.72,14,2.4,21.5,61,45,171.61,88.74,352.78,9,3,939,682.81,256.19
27/01/2000 18:00,Winter,18,40,93.96,24,1.9,21.2,90,136,208.68,97.45,392.83,7,11,1385.21,701.43,683.78
27/01/2000 19:00,Winter,31,40,151.28,36,1.3,20.7,162,167,283.33,113.18,438.28,13,18,2100.45,1410.19,690.27
27/01/2000 20:00,Winter,38,40,180.5,40,0.6,20.4,255,54,356.58,192.03,493.03,18,20,2202.42,1981.1,221.32
27/01/2000 21:00,Winter,11,29,50.93,12,-0.2,21.5,74,46,191.54,91.83,403.59,6,5,1015.06,869.78,145.28
27/01/2000 22:00,Winter,5,28,21.75,12,-1,21.8,26,23,115.34,36.44,346.87,2,3,245.52,136.81,108.72
27/01/2000 23:00,Winter,2,22,8.36,6,-1.7,21.9,10,12,69.86,19.48,307.79,2,0,141.69,76.21,65.48
28/01/2000 10:00,Winter,15,51,69.15,28,-0.3,21.4,58,36,173.53,32.7,391.46,3,12,506.71,368.83,137.88
28/01/2000 11:00,Winter,18,50,88.92,20,0.5,21.2,70,61,187.92,82.25,389.53,5,13,741.55,503.84,237.71
28/01/2000 12:00,Winter,22,49,108.24,30,1.1,21.1,96,75,217.58,110.78,402.84,7,15,1131.58,828.84,302.74
28/01/2000 13:00,Winter,17,47,90.61,20,1.6,21.3,80,67,195.8,75.57,373.85,9,8,1699.4,1206.05,493.35
28/01/2000 14:00,Winter,12,24,42.72,10,1.9,21.5,16,30,82.41,58.29,291.16,11,1,376.42,229.12,147.29
28/01/2000 15:00,Winter,2,21,8.24,6,2,21.9,15,6,89.35,50.61,276.69,2,0,230.68,186.69,43.99
28/01/2000 16:00,Winter,3,27,11.46,4,1.9,21.9,9,6,68.04,31.52,214.06,3,0,141.25,115.5,25.75
28/01/2000 17:00,Winter,11,24,37.95,16,1.6,21.5,60,42,175.44,59.24,366.53,9,2,636.28,412.44,223.84
28/01/2000 18:00,Winter,22,40,90.2,20,1.1,21.1,161,175,285.68,149.99,441.93,13,9,2793.53,1867.88,925.65
28/01/2000 19:00,Winter,30,39,143.1,40,0.5,20.7,153,213,275.52,124.67,443.06,12,18,2263.67,1703.64,560.03
28/01/2000 20:00,Winter,30,41,94.2,30,-0.3,20.7,121,235,247.05,125.86,429.78,13,17,1912.46,779.18,1133.29
28/01/2000 21:00,Winter,30,29,121.5,20,-1,20.7,227,84,336.32,181.89,494.27,24,6,3550.92,3134.75,416.16
28/01/2000 22:00,Winter,4,31,15.04,8,-1.8,21.8,19,19,105.65,41.67,328.83,1,3,169.06,112.23,56.84
28/01/2000 23:00,Winter,0,NA,0,6,-2.5,22,0,0,5.83,50.79,291.26,0,0,0,0,0
29/01/2000 10:00,Winter,28,49,152.88,26,1.1,20.8,122,137,249.56,118.44,418.4,10,18,1126.01,845.72,280.28
29/01/2000 11:00,Winter,19,48,105.64,16,1.8,21.2,84,84,201.03,75.65,380.69,8,11,1364.9,1014.18,350.71
29/01/2000 12:00,Winter,24,48,124.32,26,2.5,21,120,133,245.71,105.78,404.66,6,18,1654.61,1176.6,478
29/01/2000 13:00,Winter,16,50,78.4,20,2.9,21.3,93,66,218,103.96,385.81,4,12,1033.67,756.01,277.66
29/01/2000 14:00,Winter,3,23,10.56,4,3.2,21.9,23,24,107.42,57.5,297.58,1,2,261.41,127.21,134.2
29/01/2000 15:00,Winter,1,24,3.01,4,3.3,22,7,4,60.26,33.63,235.35,1,0,99.46,71.2,28.26
29/01/2000 16:00,Winter,5,26,22.9,2,3.2,21.8,36,35,135.01,75.88,331.82,5,0,605.25,477.91,127.34
29/01/2000 17:00,Winter,7,26,26.67,8,2.9,21.7,41,23,144.07,62.15,328.83,4,3,662.8,529.4,133.4
29/01/2000 18:00,Winter,14,40,61.6,20,2.5,21.4,87,78,208.64,85.24,376.13,7,7,1058.57,687.57,371.01
29/01/2000 19:00,Winter,24,40,91.44,24,1.8,21,180,71,299.77,139.69,447.22,12,12,1897.89,1640.31,257.58
29/01/2000 20:00,Winter,26,41,111.28,26,1.1,20.9,102,87,226.61,105.65,408.03,14,12,1751.7,1332.96,418.74
29/01/2000 21:00,Winter,15,28,58.95,12,0.3,21.4,71,72,190.03,81.81,375.2,13,2,823.33,457.44,365.89
29/01/2000 22:00,Winter,8,30,25.6,10,-0.4,21.7,56,59,168.22,50.89,379.38,5,3,906.36,526.03,380.33
29/01/2000 23:00,Winter,3,23,12.09,4,-1.2,21.9,16,21,87.58,25.4,349.93,3,0,199.19,122.5,76.7
30/01/2000 10:00,Winter,19,50,111.15,16,-2.5,21.2,99,163,222.43,106.3,434.37,5,14,1402.89,796.75,606.14
30/01/2000 11:00,Winter,26,49,156.78,22,-1.8,20.9,176,97,295.5,138.16,480.88,4,22,2069.66,1725.89,343.77
30/01/2000 12:00,Winter,28,50,122.08,32,-1.2,20.8,183,153,300.13,150.16,477.2,10,18,1434.13,882.3,551.84
30/01/2000 13:00,Winter,16,48,70.24,20,-0.7,21.3,90,131,210.9,103.31,416.94,6,10,1359.15,746.31,612.84
30/01/2000 14:00,Winter,10,25,39.1,8,-0.4,21.6,45,84,149.64,42.29,370.69,8,24,927.83,451.2,476.63
30/01/2000 15:00,Winter,2,25,7.46,8,-0.3,21.9,9,9,69.31,44.31,302.54,1,1,127.78,79.81,47.97
30/01/2000 16:00,Winter,4,26,16.08,6,-0.4,21.8,18,48,91.96,57.15,341.91,4,0,217.51,158.66,58.85
30/01/2000 17:00,Winter,3,21,10.62,10,-0.7,21.9,15,10,90.77,36.99,323.6,3,0,191.06,118.26,72.8
30/01/2000 18:00,Winter,21,39,89.88,20,-1.2,21.1,98,76,220.37,119.05,427.4,12,9,1531.32,957.81,573.51
30/01/2000 19:00,Winter,31,40,139.5,36,-1.8,20.7,171,107,293.73,127.76,474.12,13,18,1689.32,1280.38,408.93
30/01/2000 20:00,Winter,30,40,112.8,28,-2.5,20.7,152,216,277.96,118.69,468.12,14,16,1992.76,1100.87,891.88
30/01/2000 21:00,Winter,18,29,68.22,22,-3.3,21.2,84,78,205.81,58.29,444.81,11,7,903.38,501.56,401.82
30/01/2000 22:00,Winter,14,29,49.28,18,-4.1,21.4,52,107,157.27,49.66,420.08,9,5,1225.91,476.97,748.95
